listing_id,list_date,status,address,suburb,city,region,agency_name,agent_name,property_type,bedrooms,bathrooms,parking_spaces,source_site,URL,Scraped At,Full Description,Page Views,rent_nzd,rent_period
5456982644,05/08/2025,active,"596A Main Road, Stoke, Nelson, Nelson / Tasman",Stoke,Nelson,Nelson Tasman,The Rent Shop Nelson,Charlotte Murphy,Home,3,1,1,trademe,https://www.trademe.co.nz/a/property/residential/rent/nelson-tasman/nelson/stoke/listing/5456982644,2025-08-05T17:29:43.568818+00:00,"This beautifully presented 3-bedroom fully furnished home offers comfort, convenience, and space for the whole family. Located in a sought-after area, it’s just minutes from local schools, shops, and public transport.
The home features three bedrooms, a sun-filled open-plan living area, and a modern kitchen equipped with quality appliances. A heat pump ensures year-round warmth, while the private outdoor area offers a great space to relax or entertain. Off-street parking is also available for added convenience.
This warm and sunny home is perfect for families, professionals, or anyone seeking a low-maintenance lifestyle in a great location.
Total Move in Costs: $3250 includes four weeks’ bond, plus first weeks rent of $650
Feel free to drive by the property first to view from the roadside but please do NOT enter the grounds of the property.
To book a viewing:
Please click on the ""Book a Viewing"" button. It is important you register your details for a viewing so we can keep you updated, as viewings maybe cancelled if there are no attendees registered.
To apply:
Please click on ‘Apply for this property’. Alternatively please visit https://renti.co/browse/the-rent-shop-nelson-ltd
Impersonation scams
 Please be careful of fraudulent activity
We do not list our properties on Facebook Marketplace
We will not communicate with you via Facebook messenger
Before you pay any rent or bond please check  with our office or the property manager
",130,650,weekly
5456907050,05/08/2025,active,"8 Airedale Street, City Centre, Auckland City, Auckland",City Centre,Auckland City,Auckland,Impression Real Estate Ltd,Katrina Jiang,Other,1,1,0,trademe,https://www.trademe.co.nz/a/property/residential/rent/auckland/auckland-city/city-centre/listing/5456907050,2025-08-05T17:29:43.935886+00:00,"Queens Residences Furnished 1 Bedroom Apartment 
The immaculate Queen Residence is conveniently located on Wakefield Street. Tenants will enjoy the buildings contemporary and vibrant design, the gymnasium & a 14m heated indoor pool. Equipped with high-tech security systems, including CCTV cameras, intercoms and swipe-card access keeping the occupants comfort and security as a priority.
The location is fabulous, being within walking distance to Auckland's Wynyard Quarter, Sky Tower, Auckland University, Auckland University of Technology, Queen Street and Victoria Park Market. 
No pets or smokers.
Tenants to pay internet, water and power.
Suitable for up to two tenants.
11BIMP3
",200,410,weekly
5457809941,05/08/2025,active,"1665 Matapouri Road, Matapouri, Whangarei, Northland",Matapouri,Whangarei,Northland,myRent.co.nz Ltd,myRent.co.nz,Home,3,1,2,trademe,https://www.trademe.co.nz/a/property/residential/rent/northland/whangarei/matapouri/listing/5457809941,2025-08-05T17:29:46.875679+00:00,"For Rent: Renovated 3-Bedroom Cedar Home – Tutukak
Available for long-term rental
Located just 3.5 km from the stunning surf beaches of Sandy Bay and Daisy Bay, this beautifully renovated Sunshine cedar home spectacular views from every window.
 25 minutes from Tikipunga
 Perched on top of a hill with breathtaking coastal and rural views not to mention the sunset!
 Features:
    * 3 bedrooms - one large one medium one small
    * Light-filled open-plan living
    * Snap-lock flooring throughout
    * Brand new blinds and freshly painted interior
    * Heat pump for year-round comfort
    * Modern induction cooktop and dishwasher all new
    * Gas Califont hot water system
    * Large underground freshwater tank with filtration.
 Surroundings:
Enjoy the charm of rural life with sheep, donkeys, miniature horses, and cows nearby — perfect for animal lovers!
 Ideal for a small family looking for a warm, bright, and private retreat with a long-term outlook.
Parking summary: 2 non-covered spots
Features: Heating, Garden, Courtyard, Balcony, Air conditioning, Healthy Homes compliant
Bond: $2,520.00
TO APPLY or SCHEDULE A VIEWING: please copy and paste the following link into your browser: https://www.myrent.co.nz/tm/LN9R9Y
",25,630,weekly
5456900160,05/08/2025,active,"41 Somerset Crescent, Highbury, Palmerston North, Manawatu / Whanganui",Highbury,Palmerston North,Manawatu Whanganui,"Property Brokers, (Licensed: REAA 2008)",Michelle Luke,Home,3,1,2,trademe,https://www.trademe.co.nz/a/property/residential/rent/manawatu-whanganui/palmerston-north/highbury/listing/5456900160,2025-08-05T17:29:50.094121+00:00,"Could this be your next rental property? Confirm all viewing times and how to apply at: pb.co.nz on your device and click on the ""Book a viewing"" or ""Apply online"" link! Please do not enter the property outside of the set viewing times.
Large family home that is ready and waiting for you!
Close to schools, daycares, shops, transport, parks, and walkways.
3 bedrooms
Open-plan kitchen/dining with ranch slider leading to private deck, patio, and lawn
Massive step-down lounge with own door to front yard
Bathroom with shower, bath, vanity, and a separate toilet
Separate laundry
Lots of natural light
Large fully fenced section
Self-contained studio with kitchenette, bathroom, and internal access to the garage
Large double garage
Lawns and gardens maintained by owner
Pets by negotiation
This beautiful home is the perfect fit for growing families, or couples who want that bit of extra space.
Available 12.09.2025
Rent: $635.00, Bond: $2540.00 - Total in-going amount: $3175.00 ML
",291,635,weekly
5457759825,05/08/2025,active,"137 Garbolino Road, Mangawhai, Kaipara, Northland",Mangawhai,Kaipara,Northland,myRent.co.nz Ltd,myRent.co.nz,Home,3,1,6,trademe,https://www.trademe.co.nz/a/property/residential/rent/northland/kaipara/mangawhai/listing/5457759825,2025-08-05T17:29:50.636260+00:00,"Sunny Villa Retreat with Stunning Rural Outlook
Bask in all-day sun at this recently part renovated north-facing villa, perfectly positioned for light, privacy, and lifestyle. Set on a peaceful rural block just 7 minutes from town, this character-filled home blends timeless charm with modern convenience.
Step inside and enjoy soaring high ceilings and an airy open-plan layout, designed for effortless indoor-outdoor living. French doors lead out to an expansive deck – the ultimate spot for relaxing or entertaining – with calming rural views and a majestic stand of Totara forest just behind the home.
PS: house is in the final stages of part renovation but will be sparkly clean for the new tenants
Features include:
Pet friendly but yard isn't fully fencedExpansive yard (4000m2) 
-Part renovated character villa – move-in ready mid AugustNew oven and hobBottle gas hot water, infinity system North-facing with fantastic sun and natural lightGenerous open plan living with high ceilingsSeamless flow to a huge deck with rural views3 double bedroomsBathroom has shower and bathTank waterPole shed with single lock-up garage (to be completed)Just 7 minutes to townOn the school bus routeThis is a rare opportunity to enjoy countryside tranquility without compromising convenience. Ideal for families or professionals seeking space, sun, and a slice of rural charm.
Rent of $640pw if you maintain the lawns (Mow min once per month). Completion of pole shed may be slightly after tenancy start date, depending on when that is.
Parking summary: 1 covered spot, 5 non-covered spots
Features: Heating, Garden, Deck, Pets allowed, Healthy Homes compliant
Bond: $2,560.00
TO APPLY or SCHEDULE A VIEWING: please copy and paste the following link into your browser: https://www.myrent.co.nz/tm/YCJPBS
",29,640,weekly
5456917706,05/08/2025,active,"3/57 Merton Street, Trentham, Upper Hutt, Wellington",Trentham,Upper Hutt,Wellington,Wolfbrook Property Management,Rachel Moore,Other,2,1,1,trademe,https://www.trademe.co.nz/a/property/residential/rent/wellington/upper-hutt/trentham/listing/5456917706,2025-08-05T17:29:53.781474+00:00,"Here is a cosy two bedroom property ready for rent now! 
Ideally located, you are close to local shops, schools and public transport. 
The property offers ample space and with furnishings available you can move in as soon as possible! 
The property at a glance:
2 BedroomsHeating: HeatpumpWhiteware: Fridge/freezer, oven/hob, washing machineFurnishings: Bookcase, Dining table and 2x chairs, Bed, Bedroom book case, Blow up bed and chair, Rug, Bathroom storage unitParking: Off streetLawns and gardens maintained by *Pets: NoSuitable for up to 3 tenantsTerm of tenancy: 12 month fixed termMove in costs:
Bond required: 4 weeks rentRent in advance: 2 weeksIf there are no times available, please check this advert again on a regular basis for updated viewing times. Once you’ve viewed the property, please apply online here: https://apply.tenant.co.nz/6906650
The Wolfbrook team are approachable and reliable landlords. We keep up our end of the deal and fix any problems that may come up, and it's easy to get in touch.
",98,530,weekly
5456926606,05/08/2025,active,"1/60 Nelson Street, City Centre, Whanganui, Manawatu / Whanganui",City Centre,Whanganui,Manawatu Whanganui,Landlords Link Ltd,Rhianne Tucker,Other,1,1,0,trademe,https://www.trademe.co.nz/a/property/residential/rent/manawatu-whanganui/whanganui/city-centre/listing/5456926606,2025-08-05T17:29:56.834335+00:00,"To register for a viewing, book a viewing or apply online please visit http://www.landlordslink.com 
Fully furnished one bedroom unit at a wicked price, with power, wifi, gas, lawns and gardens included in rent!
Fully furnished
One bedroom with double bed with chiropractic mattress provided
Scandi-style kitchen & living areas with flued gas heater
Gas cooking in the kitchen as well as provided front loader washing machine
Wet floor bathroom with shower, toilet & vanity
Small garden shed
Power, wifi, gas, lawns & gardens included in rent
Suitable for single person
Sorry, no pets
Please note the arm chairs in living room have been replaced for two seater sofa. 
Available from 01/09/2025 on a fixed term tenancy. 
First weeks rent: $390.00 Bond: $1560.00 Total ingoing amount: $1950.00
",226,390,weekly
5456998095,05/08/2025,active,"5 Larges Lane, The Brook, Nelson, Nelson / Tasman",The Brook,Nelson,Nelson Tasman,myRent.co.nz Ltd,myRent.co.nz,Home,5,2,4,trademe,https://www.trademe.co.nz/a/property/residential/rent/nelson-tasman/nelson/the-brook/listing/5456998095,2025-08-05T17:29:57.491534+00:00,"Handy to city and schools
Great modern family home available approx 19th September 2025.
Warm and cosy 5 bedroom home, master ensuite, with main bathroom, stall shower and seperate toilet. Two living areas, a lounge that can be closed off, spacious kitchen dining living with a low emission fire complimenting the heat pumps. 
Opening onto large concrete patios leading to flat lawn area on the north side. 
Located within walking distance of city, Nelson Central school, St Joseph’s, Nelson College for Girls and Nelson College, and the Brook Kindergarten. 
Also a great location for Mpuntain Bile enthusiasts with numerous tracks on the area.
Quiet street handy to so much and seldom available.
No smokers and pets by negotiation.
Viewing by appointment only with Saturday 17th August taking appointments from 1pm.
Parking summary: 2 covered spots, 2 non-covered spots
Features: Heating, Garden, Fully-fenced, Deck, Built-in wardrobe, Balcony, Alarm, Air conditioning, Wheelchair accessible, Healthy Homes compliant
Bond: $3,500.00
TO APPLY or SCHEDULE A VIEWING: please copy and paste the following link into your browser: https://www.myrent.co.nz/tm/5QPTET
",109,875,weekly
5378503382,19/06/2025,active,"10A Norman Road, Titirangi, Waitakere City, Auckland",Titirangi,Waitakere City,Auckland,"Barfoot & Thompson Swanson Rentals, (Licensed: REAA 2008)",Nadine Stone,Home,3,1,1,trademe,https://www.trademe.co.nz/a/property/residential/rent/auckland/waitakere-city/titirangi/listing/5378503382,2025-08-05T17:30:00.107879+00:00,"BOOK A VIEWING TIME ONLINE NOW!
Scroll to the bottom of this page and click the 'View their website' link, or go to http://www.barfoot.co.nz/87002309
This beautiful home has been fully renovated throughout but has just the right amount of original charm left to make it stand out.
Featuring three spacious bedrooms, two of which have built in wardrobes, one bathroom with shower and toilet plus a 2nd toilet (always handy!!), sun filled living area with a heat pump, modern kitchen with electric cooking and a dishwasher, combined dining. The laundry is neatly tucked away in a cupboard in the hall. DVS System for a dry warm environment.
Sunny deck off the living area, fully fenced front yard, OSP for 1 car at the rear of the house however there is also plenty of street parking right outside your front door.
Just minutes drive from both the New Lynn & Glen Eden shopping hubs and in zone for Kaurilands Primary, Glen Eden Intermediate and Green Bay High School, this property is in a handy location.
",1599,620,weekly
5445641422,29/07/2025,active,"230/8 Upper Queen Street, City Centre, Auckland City, Auckland",City Centre,Auckland City,Auckland,MTM Property Management Ltd,Phil Horrobin,Other,0,1,0,trademe,https://www.trademe.co.nz/a/property/residential/rent/auckland/auckland-city/city-centre/listing/5445641422,2025-08-05T17:30:03.929192+00:00,"FIRST WEEK RENT FREE!
ALL UTILITIES INCLUDED
Book a tour of ABSTRACT:
https://bookme.tpsportal.co.nz/tps9297
Viewing by appointment: Contact Phil directly: 021924300
Cosy & compact, these petite studios have everything at your fingertips. The ideal retreat to rest your head at the end of a busy day in the city. 
-24 Hour Concierge
-Wintergarden 
-Shared Working Space
-Library Lounge
-Eatery and Bar 
-Luxury Day Spa 
-Unlimited WIFI
-ALL utilities included
-24 Hour Security
Auckland's freshest new vibe, blends hotel and residences for urban adventurers wanting to immerse themselves in the best of city living.  Economical on space and price but generous in design, service and value, the design-led residences offer self-contained living with effortless style, 24-hour concierge and the very best connectivity. As well as on-site management and 24/7 security, you'll enjoy access to co-working spaces, a club lounge, a private bar, a restaurant, a spa and an onsite gym. Be energised, elevated, or cocooned in calm.
Enjoy the convenience of having everything within walking distance: K'Road and Ponsonby Road dining and nightlife scenes, Q Theatre, Civic Theatre, Aotea Center, Albert Park, Sky City, Auckland Art Gallery, Auckland University, Auckland Hospital, Starship Hospital and fantastic public transport links.
Book a tour of ABSTRACT:
https://bookme.tpsportal.co.nz/tps9297
Apply here: 
https://apply.tpsportal.co.nz/tps9297?
Any questions, contact Phil Horrobin: 021924300 mailto:mailto:mailto:philhmtm@gmail.com
",428,420,weekly
5457622597,05/08/2025,active,"30A Quebec Road, Milford, North Shore City, Auckland",Milford,North Shore City,Auckland,Smart Realty NZ Limited,Reception,Home,4,2,4,trademe,https://www.trademe.co.nz/a/property/residential/rent/auckland/north-shore-city/milford/listing/5457622597,2025-08-05T17:30:04.095784+00:00,"This lovely elevated and sunny cedar house set off the road and located in highly desirable Milford with lovely views across to the Hauraki Gulf and Rangitoto.
The spacious home offers 4 bedrooms, 2 bathrooms, a separate formal lounge (can be used as a bedroom) and a living area. The light bright and warm living areas flowing out to sun drenched patios and gardens enabling your family to enjoy all day sun. 
The house has also installed heat pump and air conditioning to keep you warm in the winter and cool in those hot summer days.
Downstairs features a bedroom and a double garage with internal access. Upstairs features 2 living areas with seaview, open plan kitchen and dining. 2 bedrooms and a bathroom with separated toilet. The top level has one master bedroom with an ensuite got its own balcony and heatpump.
The location is convenient with only a few minutes' drive to the East Coast beaches, Milford Shopping mall, North Shore Hospital and easy access to the Motorway. Within walking distance to the Forrest Hill Primary, Milford Primary and Westlake Boys and Girls High Schools.
To View:Please text Reception on 0273886299 to arrange a viewing time. 
Application form available from
http://www.tpsportal.co.nz/tenancy_application/tps7519
Move-in cost:
Bond: 4 weeks rent
Rent: 1 week in advance
",107,1000,weekly
5457295931,05/08/2025,active,"34A Darren Crescent, Half Moon Bay, Manukau City, Auckland",Half Moon Bay,Manukau City,Auckland,JK Realty Group Limited,Cath Owens,Home,3,1,2,trademe,https://www.trademe.co.nz/a/property/residential/rent/auckland/manukau-city/half-moon-bay/listing/5457295931,2025-08-05T17:30:06.289379+00:00,"TO BOOK A VIEWING OR APPLY FOR THIS PROPERTY, please copy and paste the link below to your browser:
http://apply.tpsportal.co.nz/tps3179
(If the viewing time doesn't suit please click the email button and let us know a time that suits you)
Welcome to your new home at 34a Darren Crescent, nestled in the sought-after suburb of Bucklands Beach.
This beautifully presented 3-bedroom, 1-bathroom property offers modern comfort with a relaxed coastal vibe — perfect for professionals or families seeking convenience and lifestyle.
Enjoy a spacious open-plan living area flowing out to a private sunny deck area — great for entertaining or relaxing. The kitchen features oven and rangehood, ample storage, and natural light.
Located just minutes from the beach, Half Moon Bay Marina, and in zone for top schools including Macleans College. You'll also be close to public transport, cafes, and local shops.
Four weeks bond and one weeks rent for move in costs
Need a dedicated and experienced property manager to take care of your investment? Call Alisha on 02102480520 today for a free rental appraisal and discover why JK Realty Harcourts is the No.1 choice for property owners!
",110,675,weekly
5457077329,05/08/2025,active,"3/33 Winsor Crescent, Spreydon, Christchurch City, Canterbury",Spreydon,Christchurch City,Canterbury,Opes Property Management South Limited,Sarah Snoep,Home,2,1,1,trademe,https://www.trademe.co.nz/a/property/residential/rent/canterbury/christchurch-city/spreydon/listing/5457077329,2025-08-05T17:30:09.667723+00:00,"Brand-New Executive Living – Sleek & Spacious
Be the first to live in this beautifully finished 2-bedroom townhouse featuring a designer kitchen, quality bathroom, and seamless indoor-outdoor flow. Located in a peaceful pocket of Spreydon, this just-completed townhouse delivers modern style, quality finishes, and effortless living.
Key Features:
2 spacious bedrooms, each with large built-in wardrobes
Stylish main bathroom with oversized tiled shower
Additional guest toilet on the ground floor
Open-plan kitchen, dining & living flowing to private outdoor deck
Designer kitchen with stone benchtops, breakfast bar, quality appliances, and space for a large fridge
Low-maintenance patio area – ideal for relaxing or entertaining
Dual heat pumps: one upstairs, one in the living area for year round comfort
Fully double glazed + high-spec insulation
With shops, schools, and public transport close by, this home combines comfort and convenience in one smart package.
Don't miss out, book your viewing today!
",148,520,weekly
5456954535,05/08/2025,active,"65b Coromandel Street, Newtown, Wellington, Wellington",Newtown,Wellington,Wellington,Just Property Management Ltd,Tammy Frahm-Powis,Other,1,1,1,trademe,https://www.trademe.co.nz/a/property/residential/rent/wellington/wellington/newtown/listing/5456954535,2025-08-05T17:30:10.444261+00:00,"Beautiful Flat with Private Patio, Garden & Garage
Rent: $450 per week
Bond: $1,800
Total Move-In Cost: $2,250
This charming flat offers a peaceful and private outdoor patio and garden—ideal for relaxing or entertaining.
Includes whiteware: fridge/freezer, washing machine, and dryer
Spacious sleeping area off the lounge, separated by curtains
Open garage included for parking
Great location—just a short walk to Newtown shops and Wellington Hospital
",298,450,weekly
5456943584,05/08/2025,active,"4/49  Geraldine Street , Edgeware, Christchurch City, Canterbury",Edgeware,Christchurch City,Canterbury,Prestige Property Management Limited,Jacqui Turnbull,Home,3,2,2,trademe,https://www.trademe.co.nz/a/property/residential/rent/canterbury/christchurch-city/edgeware/listing/5456943584,2025-08-05T17:30:12.099024+00:00,"We are delighted to offer this brand new townhouse, designed for modern living and offering a private sanctuary within walking distance of the CBD.
This stunning home features an open-plan kitchen, dining, and living area with quality appliances, stone benchtops, and beautiful flooring throughout. New drapes/blinds to be installed.
Upstairs, you will find three spacious double bedrooms with wardrobes, including a master with an ensuite and a luxurious family bathroom on the same level.
Step out from the living area to the sun soaked deck to a private a low-maintenance garden and lawn.  
The property also boasts a single garage with internal access and laundry with plenty of cupboard and bench space.  There is also space for parking in front of the garage being the rear townhouse.
Keyless entry and alarmed for your security and convenience.
This property is ideally located just moments away from the CBD with cafes, bars, theatres and shops, ensuring convenience and the vibe of inner city living.
Please note that the property is unfurnished.
Available NOW !!!  Contact Jacqui via email from Trademe to arrange a time to view.
https://apply.tenant.co.nz/6906633
http://www.prestigepm.co.nz
http://www.facebook.com/prestigepm1
",123,700,weekly
5456984712,05/08/2025,active,"21 Lowry Crescent, Stokes Valley, Lower Hutt, Wellington",Stokes Valley,Lower Hutt,Wellington,Manage My Rentals Limited,Letting Team,Home,3,1,1,trademe,https://www.trademe.co.nz/a/property/residential/rent/wellington/lower-hutt/stokes-valley/listing/5456984712,2025-08-05T17:30:16.219651+00:00,"Tucked away in the ever-popular Glen, this warm and inviting home offers the perfect balance of comfort, practicality and peaceful surroundings for a professional family looking to settle into a well-presented property in a convenient location.
Moments from local shops, schools and transport, and with Horoeka Reserve on your doorstep, you'll enjoy weekend bush walks, morning jogs or simply a tranquil backdrop to everyday life.
Step inside and you’ll find:
Three good sized bedrooms, all with built-in wardrobes
A modern bathroom and separate toilet – ideal for busy family mornings
Tidy kitchen and dining area that flows through to a spacious lounge with heat pump
Freshly polished timber flooring in kitchen, bathroom and laundry, and brand new carpet throughout the rest of the home for that clean, fresh feel
Elevated sunny deck that looks out across the treetops, offering a peaceful, private setting to relax or entertain
Separate laundry with direct access to the clothesline
Drive-on access to a large single garage – plenty of room for the car, bikes and tools
Internal access garage keeps you dry on those rainy shopping days
This home has been beautifully maintained, lovingly refreshed, and is ready for you to move in and enjoy.
If you’re a professional family looking for a peaceful, well-located property with charm and practicality, this could be your perfect match.
To see this property, please book a viewing at https://renti.co/browse/manage-my-rental   
If no current viewing is scheduled, please register your interest and our letting team will be in touch.
Please note your application will not be considered unless you have viewed the property.
",88,640,weekly
5457024147,05/08/2025,active,"8/869 Beach Road, Torbay, North Shore City, Auckland",Torbay,North Shore City,Auckland,AGrade Rental Homes Ltd,Nicole Mei,Other,2,1,1,trademe,https://www.trademe.co.nz/a/property/residential/rent/auckland/north-shore-city/torbay/listing/5457024147,2025-08-05T17:30:18.012591+00:00,"*Please book at the renti
This is the  Safe unit complex.
--The water and power including in the rent.
--One spacious bedroom 
-The lounge could be 2th Bedroom 
-good condition of kitchen and bathroom
--Reserve parking 
Handy location easy go to Beach , shops and school
Zone for Torbay school and North Cross intermediate school long bay college
",181,520,weekly
5456905066,05/08/2025,active,"305/30 Enfield Street, Mount Eden, Auckland City, Auckland",Mount Eden,Auckland City,Auckland,"Crockers Property Management Ltd, (Licensed: REAA 2008)",Lima Sinclair,Other,2,2,1,trademe,https://www.trademe.co.nz/a/property/residential/rent/auckland/auckland-city/mount-eden/listing/5456905066,2025-08-05T17:30:18.913272+00:00,"** If you are interested, please arrange a viewing and then submit your application via the following link - https://renti.co/browse/crockers (please copy and paste this link).
Enjoying top-floor positioning within this stunningly completed Botanica Eden development this apartment offers the ultimate in city-fringe living.   Designed with a small entrance way, and excellent division between living spaces and bedroom wing, the excellent attention to detail is obvious throughout.   The open-plan living/dining space flows out to a large north-facing deck, and both double bedrooms have excellent wardrobe space, the master has ensuite with large, tiled walk-in shower, and there is also a second bathroom, large study, and separate laundry facilities.
With Mt Eden Village, Newmarket, and the CBD all within walking distance, this is a convenient lifestyle choice.   Sought-after primary schools and both Grammar Schools are within close proximity as are motorway interchanges and public transport options including Mt Eden Train Station within metres of the complex.
The apartment comes with a secure carpark.
** COST TO MOVE IN:
One weeks rent in advance and Bond of 4 weeks rent.
Please drive by to view the exterior, but please do not enter the grounds of the property.
If you are interested, please call to view the interior.
",133,775,weekly
5457096856,05/08/2025,active,"8 White Street, City Centre, Auckland City, Auckland",City Centre,Auckland City,Auckland,"Fox Realty, (Licensed: REAA 2008)",Cynthia,Other,0,1,0,trademe,https://www.trademe.co.nz/a/property/residential/rent/auckland/auckland-city/city-centre/listing/5457096856,2025-08-05T17:30:23.105546+00:00,"8 White Street Apartments – Level 10, 8 White Street
To apply or book a viewing, copy and paste this link into your browser:
https://apply.tenant.co.nz/6498665 
Studio Apartment: $500 per week
- Water and internet included
Apartment Features:
Newly renovatedFully furnished – just bring your suitcase!Kitchenette with the essentialsBuilt in dishwasherSpacious layout with plenty of storageBrand-new TVPrime Location:
2-minute walk to Upper Queen restaurants and shops5-minute walk to Auckland University of Technology (AUT)10-minute walk to City Fitness and Lim Chhour SupermarketWe are looking for a single person or a couple who pays rent on time and is respectful of the space.
** Move-in cost:**
4 weeks’ rent as bond2 weeks’ rent in advanceViewings: By appointment only. Click the inquiry button to book a time that suits.
",140,500,weekly
5456922070,05/08/2025,active,"5A Clouston Gardens, Springlands, Blenheim, Marlborough",Springlands,Blenheim,Marlborough,"Marlborough Real Estate 2008 Ltd, (Licensed: REAA 2008)",Darren Jones,Home,2,2,1,trademe,https://www.trademe.co.nz/a/property/residential/rent/marlborough/blenheim/springlands/listing/5456922070,2025-08-05T17:30:25.051913+00:00,"Step into something a little different at 5A Clouston Gardens – a unique, architecturally designed two-bedroom home tucked in a quiet, quality cul-de-sac.  Both bedrooms boast their own ensuite, plus there’s an extra toilet for guests.  A sunny conservatory off the lounge, heat pump and log burner provide year-round comfort.  The secret loft adds a fun bonus – perfect as a teen retreat or creative hideaway.  Easy-care grounds, a separate garage, and a generous garden shed/workshop complete the package.  Peaceful, private and just a bit special.  Not suitable for pets.
If this property is of interest and you would like to view, click the - Book Viewing - button. 
Please view property from the roadside only, do not go onto the property without the Property Manager.
To apply for this property please click on the - Apply For This Property - button.
Total move in cost $3420, which consists of first 2 weeks rent and bond which is 4 weeks rent
",127,570,weekly
5456904915,05/08/2025,active,"17/245 Kepa Road, Mission Bay, Auckland City, Auckland",Mission Bay,Auckland City,Auckland,Bayleys Property Management Auckland,Kay Glendining,Home,2,1,1,trademe,https://www.trademe.co.nz/a/property/residential/rent/auckland/auckland-city/mission-bay/listing/5456904915,2025-08-05T17:30:25.400159+00:00,"Fully Furnished, modern terraced house available to rent, preferably long term  tenancy (12 months)
Convenient location, near Eastridge Shopping Complex, excellent public transport on the doorstep and nearby Mission Bay beach, parks and great schools. An easy commute to the CBD.
2 spacious bedrooms (one with ensuite bathroom), the other has been set up as a home office. 
2 modern bathrooms
The living area flows out to your private courtyard area, north-west facing for all day sun.
1 dedicated carpark
The kitchen is fully equip with Fisher and Paykel appliances, induction cook top, oven, dishwasher, fridge/freezer. The separate laundry has Fisher and Paykel washing washing and dryer. 
All furniture and kitchenware is included, bring your own linen.
No pets please
No smokers
Available to rent from 25th August
Bond: 4 weeks
Rent: 2 weeks paid in advance
",95,1000,weekly
5456908185,05/08/2025,active,"2/214 Crinan Street, Appleby, Tasman, Nelson / Tasman",Appleby,Tasman,Nelson Tasman,T and T Property Management,Mecini Fowler,Other,2,1,1,trademe,https://www.trademe.co.nz/a/property/residential/rent/nelson-tasman/tasman/appleby/listing/5456908185,2025-08-05T17:30:30.649422+00:00,"Very tidy, low maintenance 2 bedroom unit!
This property has the following features:
2 good sized bedrooms
Heat pump
Easy care section
Close proximity to the city centre
Get in touch today to view this fantastic warm unit.
Move in costs
2 weeks in advance= $800
Bond of 4 weeks rent= $1600
Total move in costs= $2400
",160,400,weekly
5456983583,05/08/2025,active,"Mangere, Manukau City, Auckland",Mangere,Manukau City,Auckland,Opes Property Management North Limited,Gill Hill-Hayr,Home,2,1,1,trademe,https://www.trademe.co.nz/a/property/residential/rent/auckland/manukau-city/mangere/listing/5456983583,2025-08-05T17:30:32.261010+00:00,"Modern 2-Bedroom Townhouse in Mangere – Convenient Location & Comfortable Living
Presenting a brand-new, warm, and inviting 2-bedroom townhouse situated in the heart of Mangere, Auckland 2022. This thoughtfully designed two-storey home offers a perfect blend of comfort and practicality, ideal for professionals, couples, or small families seeking a tranquil yet accessible lifestyle.
Two Spacious Bedrooms: Well-proportioned rooms providing ample natural light and comfort.
Additional study or work from home office.
Bathroom with Additional Toilet: Modern bathroom facilities include a second toilet for added convenience.
Two-Storey Layout: Efficient use of space with living areas thoughtfully separated from bedrooms.
Off-Street Parking: Secure and convenient off-street parking for one vehicle.
Warm and Brand New: Freshly constructed to the highest standards, ensuring energy efficiency and a cozy atmosphere year-round.
Prime Location Benefits:
Close Proximity to Auckland Airport: Ideal for frequent travelers or airport staff, with minimal commute times.
Near Middlemore Hospital: Convenient access to one of Auckland’s leading healthcare facilities, suitable for medical professionals or families.
Well-Connected: Easy access to public transport, schools, and local amenities enhancing everyday living.
A small pet could be considered for the right application.
",162,600,weekly
5457619789,05/08/2025,active,"106B Russell Terrace, Berhampore, Wellington, Wellington",Berhampore,Wellington,Wellington,myRent.co.nz Ltd,myRent.co.nz,Home,1,1,1,trademe,https://www.trademe.co.nz/a/property/residential/rent/wellington/wellington/berhampore/listing/5457619789,2025-08-05T17:30:32.765960+00:00,"Spacious 1 bedroom furnished property
This tidy low maintenance 1 bedroom flat is conveniently located in the heart of Berhampore. Just walking distance to your local New world down the road and close to many sporting facilities, Newtown park, Wellington Hospital and all the Newtown shops and restaurants. 
This property comes partial furnished with all the large furniture provided, and there is plenty of street parking available out front of the property if needed.
This property boasts the following features:
Large double size bedroom 2 large built in wardrobesHeat Pump Spacious bathroom with standing showerModern kitchen with dishwasher, Cooktop oven, rangehood and plenty of       storage for the kitchen appliancesInfinity unitWashing Machine & DryerFridge FreezerMicrowave2 seater couchGas included in rentFREE WIFINo Pets
No Smoking
Suitable for a maximum of 2 tenants
1 year fixed term lease
Move in cost:
2 weeks rent in advance
4 weeks bond Please note that your application will not be considered unless you have viewed the property.
DO NOT go onto the property without the Property Manager - This is trespassing regardless of whether the property is occupied or not.
Parking summary: 1 non-covered spot
Features: Heat pump, Heating, Fully-fenced, Built-in wardrobe, Air conditioning, Healthy Homes compliant, Furnished
Upcoming open homes: 11 August, 2025 - 10:30am - 10:45am (Booking required)
Bond: $2,000.00
TO APPLY or SCHEDULE A VIEWING: please copy and paste the following link into your browser: https://www.myrent.co.nz/tm/U8ENUC
",59,500,weekly
